Percentage served,Time in ms
0,14197.963
1,15413.283
2,15900.434
3,22707.080
4,23521.803
5,24493.488
6,25610.391
7,25616.693
8,25889.067
9,26209.579
10,26307.860
11,26494.626
12,26586.920
13,26589.033
14,26614.384
15,27208.307
16,27508.993
17,27718.205
18,28004.468
19,28087.634
20,28108.947
21,28381.613
22,28495.383
23,28505.806
24,28898.858
25,29291.703
26,29411.840
27,29495.569
28,29689.536
29,29889.325
30,29900.734
31,29905.730
32,29991.060
33,29994.264
34,30002.934
35,30083.748
36,30099.018
37,30390.872
38,30491.518
39,30498.928
40,30504.730
41,30597.383
42,30597.762
43,30599.214
44,30696.982
45,30701.241
46,30702.698
47,30800.762
48,30804.725
49,30811.473
50,30908.608
51,30998.512
52,31199.477
53,31201.649
54,31205.211
55,31285.850
56,31290.678
57,31298.613
58,31310.983
59,31599.275
60,31702.811
61,31785.724
62,31810.052
63,32096.929
64,32104.753
65,32192.839
66,32198.425
67,32305.150
68,32381.194
69,32406.827
70,32496.381
71,32629.321
72,32893.425
73,32979.142
74,32995.033
75,33311.355
76,33793.482
77,33800.648
78,34183.767
79,34305.727
80,34399.567
81,34689.791
82,34711.784
83,35377.372
84,35492.336
85,35599.949
86,36104.135
87,36203.820
88,36307.494
89,36495.297
90,36607.689
91,36786.169
92,37204.307
93,37484.783
94,37595.385
95,38787.565
96,38975.772
97,38975.961
98,39892.944
99,40003.805
100,40003.805
