Percentage served,Time in ms
0,16798.642
1,17195.788
2,17788.368
3,17897.185
4,18298.967
5,18400.332
6,18595.481
7,18600.798
8,18700.285
9,19400.928
10,19499.840
11,19596.012
12,19597.616
13,19618.872
14,20107.633
15,20396.361
16,20506.973
17,20701.169
18,20701.727
19,20898.885
20,21199.885
21,21200.275
22,21401.035
23,21510.736
24,21695.479
25,21802.235
26,21896.788
27,21900.030
28,21900.032
29,22092.800
30,22100.735
31,22203.192
32,22204.817
33,22396.122
34,22401.022
35,22402.818
36,22507.435
37,22512.961
38,22596.895
39,22697.526
40,22701.817
41,22806.505
42,22810.873
43,22889.481
44,22900.099
45,22910.827
46,22911.866
47,22917.020
48,23004.062
49,23006.080
50,23294.806
51,23311.984
52,23396.739
53,23501.105
54,23691.446
55,23803.751
56,23808.252
57,23900.627
58,23913.922
59,23997.620
60,24007.353
61,24097.344
62,24098.993
63,24289.997
64,24491.410
65,24498.106
66,24575.345
67,24592.649
68,24600.578
69,24715.499
70,24805.154
71,24926.655
72,25095.878
73,25301.491
74,25408.489
75,25601.108
76,25689.795
77,25698.388
78,25701.987
79,25902.300
80,25903.838
81,25979.308
82,26001.371
83,26101.101
84,26300.581
85,26309.042
86,26399.284
87,26596.321
88,26996.744
89,27014.744
90,27101.368
91,27301.076
92,28093.164
93,28397.879
94,28405.801
95,28590.717
96,28609.368
97,28994.547
98,29418.117
99,30676.826
100,30676.826
