Percentage served,Time in ms
0,387887.024
1,402746.264
2,421704.795
3,448385.375
4,460990.373
5,496777.632
6,507336.621
7,549687.893
8,561342.617
9,593810.901
10,612898.865
11,614564.586
12,618744.097
13,636954.721
14,658884.066
15,671978.302
16,686480.212
17,693298.580
18,697471.111
19,704235.188
20,706684.031
21,707214.081
22,724402.879
23,726724.174
24,733186.698
25,733187.165
26,746915.178
27,752739.304
28,760998.749
29,761186.578
30,767888.181
31,775538.369
32,790797.597
33,790801.040
34,791103.797
35,797011.811
36,797712.216
37,806706.515
38,808990.584
39,812789.695
40,814129.264
41,822093.923
42,829216.645
43,829908.508
44,830111.504
45,845025.001
46,851216.752
47,866858.309
48,871405.134
49,873131.975
50,876507.642
51,877462.753
52,879433.378
53,879898.644
54,884072.873
55,888998.943
56,889384.599
57,895935.610
58,898043.710
59,904792.368
60,905269.673
61,905401.627
62,912378.987
63,912825.538
64,915619.952
65,917285.401
66,919999.382
67,924997.862
68,926063.287
69,930790.790
70,933102.302
71,933568.138
72,933594.603
73,934913.071
74,935493.080
75,943393.131
76,950372.352
77,981475.669
78,984008.081
79,992771.319
80,997090.497
81,997806.951
82,1002901.721
83,1009408.919
84,1009899.147
85,1023399.336
86,1027090.421
87,1047464.983
88,1051587.317
89,1060113.606
90,1068181.876
91,1096097.343
92,1100035.985
93,1101223.788
94,1107617.444
95,1167665.277
96,1169759.695
97,1170811.351
98,1206227.601
99,1209473.760
100,1209473.760
