Percentage served,Time in ms
0,143802.198
1,194498.503
2,203402.753
3,206398.760
4,208400.578
5,209501.315
6,211999.216
7,215499.163
8,218697.561
9,219697.878
10,219802.325
11,222698.110
12,222897.616
13,223598.889
14,223696.828
15,225000.571
16,226044.085
17,226100.113
18,226800.510
19,227598.684
20,227999.243
21,228146.962
22,228199.775
23,228401.799
24,228798.134
25,228945.815
26,229094.103
27,229198.965
28,229703.608
29,230198.999
30,230645.523
31,230698.301
32,230704.597
33,230797.776
34,230999.632
35,231201.499
36,231998.314
37,233101.272
38,233146.726
39,235299.198
40,235597.971
41,235698.034
42,236101.823
43,237606.996
44,237699.009
45,237905.761
46,238399.202
47,238903.443
48,239502.122
49,240798.644
50,241203.876
51,242097.522
52,242599.081
53,243002.824
54,243695.736
55,244398.671
56,245896.893
57,246199.106
58,246503.167
59,246699.305
60,246798.985
61,247496.526
62,248098.557
63,248399.610
64,248996.981
65,249997.460
66,250299.097
67,251400.320
68,251602.207
69,251900.711
70,252202.205
71,252600.693
72,252602.393
73,252803.244
74,252894.745
75,253201.988
76,254598.466
77,255199.382
78,255301.990
79,255502.366
80,255600.303
81,257301.079
82,257699.045
83,258398.800
84,258497.970
85,259801.701
86,259895.481
87,260003.495
88,260097.861
89,260398.746
90,261600.807
91,261698.176
92,263899.470
93,269300.565
94,271101.154
95,271198.340
96,273100.357
97,276501.436
98,281994.454
99,286500.790
100,286500.790
