Percentage served,Time in ms
0,84.305
1,86.048
2,88.713
3,89.001
4,91.198
5,91.397
6,91.537
7,91.939
8,92.289
9,92.356
10,92.358
11,93.251
12,93.443
13,93.444
14,93.820
15,94.014
16,94.043
17,94.248
18,94.574
19,94.694
20,94.889
21,95.109
22,95.460
23,95.631
24,95.899
25,95.985
26,95.998
27,96.063
28,96.095
29,96.224
30,96.273
31,96.280
32,96.344
33,96.563
34,96.700
35,96.737
36,96.825
37,97.047
38,97.336
39,97.655
40,98.017
41,98.399
42,98.547
43,98.685
44,99.145
45,99.431
46,99.618
47,99.819
48,99.898
49,100.777
50,101.028
51,101.240
52,101.412
53,101.545
54,101.628
55,102.778
56,102.795
57,103.624
58,103.718
59,103.805
60,103.886
61,103.958
62,104.192
63,104.315
64,104.986
65,105.080
66,105.150
67,105.218
68,105.247
69,105.693
70,105.832
71,106.244
72,106.676
73,106.895
74,107.399
75,107.495
76,107.829
77,108.392
78,109.520
79,110.311
80,110.557
81,294.933
82,298.475
83,306.285
84,310.066
85,503.084
86,3338.173
87,3517.042
88,5228.293
89,19216.007
90,24022.838
91,33532.195
92,33545.418
93,34872.357
94,35353.229
95,37845.354
96,37900.540
97,37998.715
98,38575.540
99,38938.675
100,38938.675
