Percentage served,Time in ms
0,22676.835
1,23088.457
2,23688.788
3,25206.554
4,25281.242
5,26289.475
6,28267.178
7,28602.936
8,28907.661
9,29092.515
10,29206.291
11,29315.424
12,29494.964
13,29606.241
14,29782.449
15,29908.159
16,30189.325
17,30296.397
18,30398.712
19,30408.622
20,30499.451
21,30599.473
22,30903.977
23,30976.888
24,31004.173
25,31016.770
26,31095.721
27,31107.272
28,31198.895
29,31298.724
30,31398.821
31,31511.581
32,31583.217
33,31584.621
34,31690.124
35,31701.818
36,31892.433
37,31893.078
38,31900.538
39,31924.652
40,31987.115
41,31989.074
42,32113.120
43,32115.597
44,32327.331
45,32687.578
46,32691.922
47,32698.420
48,32812.363
49,32814.451
50,32888.901
51,32907.761
52,32999.993
53,33002.991
54,33006.234
55,33017.397
56,33098.160
57,33099.253
58,33119.724
59,33197.603
60,33210.834
61,33212.030
62,33390.793
63,33398.790
64,33504.608
65,33594.628
66,33601.734
67,33700.217
68,33705.296
69,33786.056
70,33793.248
71,33803.901
72,33879.783
73,34083.367
74,34127.385
75,34401.114
76,34495.228
77,34702.443
78,34897.190
79,35302.739
80,35400.650
81,35804.439
82,36195.445
83,36207.478
84,36397.092
85,36499.192
86,36603.782
87,36704.562
88,36800.263
89,36815.824
90,37008.385
91,37402.957
92,37403.899
93,37598.343
94,37704.236
95,40571.225
96,43158.811
97,43651.254
98,44784.717
99,46442.578
100,46442.578
