Percentage served,Time in ms
0,80082.983
1,165084.721
2,170010.141
3,185612.013
4,216387.876
5,216589.588
6,216637.058
7,218086.097
8,218876.629
9,222872.848
10,225264.020
11,225343.988
12,228457.863
13,228897.768
14,229681.566
15,229803.689
16,229932.387
17,230987.786
18,231481.832
19,231714.496
20,232106.892
21,234177.611
22,234724.154
23,235532.563
24,235984.002
25,236070.169
26,236407.715
27,237760.237
28,238480.683
29,238504.569
30,238867.680
31,239357.752
32,239557.167
33,239675.872
34,239822.398
35,240975.136
36,241620.844
37,241923.308
38,241927.493
39,242017.140
40,242022.536
41,242026.487
42,242030.224
43,242060.441
44,242222.793
45,242409.019
46,242709.894
47,242808.818
48,244088.062
49,244495.155
50,245262.129
51,245693.748
52,247089.138
53,247615.366
54,247803.789
55,248415.773
56,250813.830
57,251686.829
58,253887.221
59,255896.586
60,256830.548
61,257805.785
62,259922.861
63,263323.646
64,263326.299
65,277745.264
66,298502.119
67,311697.851
68,312104.280
69,312176.372
70,312258.889
71,312289.651
72,312918.771
73,313409.135
74,313581.008
75,313709.791
76,313823.426
77,314024.409
78,314196.768
79,314237.889
80,314593.261
81,320998.737
82,321091.478
83,321297.615
84,321483.417
85,322012.204
86,332581.131
87,332589.076
88,332916.548
89,333105.855
90,333359.787
91,338314.731
92,341169.145
93,341309.861
94,341884.902
95,341913.188
96,354507.742
97,355876.548
98,356297.549
99,356819.304
100,356819.304
