Percentage served,Time in ms
0,0.889
1,1.098
2,1.329
3,1.357
4,1.558
5,1.691
6,1.743
7,1.766
8,1.815
9,1.860
10,1.861
11,1.866
12,1.885
13,1.905
14,1.905
15,1.918
16,1.921
17,1.924
18,1.930
19,1.935
20,1.941
21,1.950
22,2.001
23,2.004
24,2.031
25,2.065
26,2.069
27,2.081
28,2.081
29,2.084
30,2.108
31,2.114
32,2.129
33,2.130
34,2.138
35,2.193
36,2.198
37,2.211
38,2.221
39,2.221
40,2.239
41,2.242
42,2.248
43,2.253
44,2.257
45,2.279
46,2.282
47,2.288
48,2.295
49,2.297
50,2.299
51,2.302
52,2.304
53,2.306
54,2.311
55,2.323
56,2.335
57,2.352
58,2.386
59,2.393
60,2.394
61,2.398
62,2.401
63,2.423
64,2.430
65,2.454
66,2.466
67,2.485
68,2.649
69,2.673
70,39.339
71,39.391
72,39.696
73,39.911
74,40.364
75,92.561
76,92.666
77,92.755
78,92.851
79,93.001
80,93.323
81,93.540
82,93.566
83,93.755
84,93.854
85,94.223
86,94.268
87,94.633
88,94.761
89,94.815
90,94.883
91,95.033
92,95.190
93,95.398
94,96.121
95,97.269
96,97.464
97,97.623
98,98.300
99,98.433
100,98.433
