Percentage served,Time in ms
0,573865.806
1,580099.275
2,582103.268
3,586192.072
4,595896.441
5,602299.146
6,606801.590
7,617892.458
8,636365.692
9,637598.394
10,638561.432
11,640100.594
12,645762.569
13,648262.171
14,650499.723
15,653600.692
16,654212.037
17,661476.672
18,674597.405
19,676903.398
20,677000.004
21,677601.738
22,678393.657
23,678503.157
24,679796.124
25,679902.269
26,681702.376
27,686300.210
28,688701.599
29,691495.430
30,697496.875
31,697998.963
32,706915.071
33,708895.762
34,717739.432
35,719300.412
36,719316.832
37,719579.069
38,720602.345
39,721002.323
40,721098.709
41,723599.196
42,725901.730
43,726494.772
44,726698.356
45,730119.687
46,732398.981
47,733094.035
48,735702.160
49,735702.502
50,740798.089
51,744901.564
52,745398.950
53,745602.697
54,747306.866
55,750199.910
56,753697.619
57,754804.403
58,758004.928
59,761312.876
60,768400.479
61,770699.475
62,773499.898
63,774701.246
64,775802.853
65,778499.144
66,786699.069
67,786801.241
68,787799.029
69,788004.862
70,788701.818
71,789699.132
72,792195.585
73,792795.573
74,794196.417
75,796001.175
76,800496.974
77,801902.967
78,805603.264
79,807199.105
80,807399.858
81,812093.759
82,813402.754
83,813895.699
84,815104.702
85,815993.802
86,817298.698
87,829200.472
88,829299.221
89,833400.829
90,834015.648
91,836998.872
92,837796.686
93,844801.109
94,845006.177
95,858198.868
96,877396.932
97,889379.918
98,896506.503
99,939605.989
100,939605.989
