Percentage served,Time in ms
0,56196.002
1,69152.336
2,72099.934
3,81403.105
4,86135.610
5,87035.248
6,87035.914
7,88560.649
8,92499.057
9,92798.271
10,94555.334
11,95137.604
12,96205.496
13,97727.541
14,99798.223
15,100151.843
16,100401.935
17,102101.680
18,103000.683
19,104056.202
20,104103.041
21,104646.824
22,104799.365
23,104999.762
24,105402.095
25,106248.891
26,106350.505
27,106595.169
28,106796.286
29,106860.813
30,107254.252
31,107996.410
32,108303.348
33,108794.158
34,108993.627
35,109194.952
36,109400.174
37,109798.223
38,110004.360
39,110300.263
40,110348.925
41,110600.095
42,110699.364
43,110699.618
44,111098.121
45,111701.136
46,111955.535
47,112001.729
48,112008.188
49,112310.319
50,112346.304
51,112789.133
52,112800.313
53,112800.596
54,112995.668
55,113050.611
56,113202.926
57,113646.655
58,114106.012
59,114301.764
60,114597.659
61,114601.465
62,114907.518
63,115346.365
64,115624.918
65,116202.148
66,116246.704
67,117096.874
68,118004.127
69,118200.410
70,118291.372
71,118296.826
72,118400.798
73,118899.810
74,119194.683
75,119547.638
76,119797.666
77,119853.504
78,120102.326
79,120304.558
80,120745.343
81,120902.557
82,120903.434
83,121896.750
84,121902.574
85,123298.176
86,124436.318
87,125698.967
88,125954.965
89,126098.958
90,126196.507
91,126294.103
92,126349.221
93,126493.365
94,127802.795
95,127895.327
96,129400.814
97,129899.866
98,131401.611
99,138701.259
100,138701.259
