Percentage served,Time in ms
0,10350.942
1,11696.513
2,12001.205
3,12365.331
4,12492.944
5,13717.428
6,14076.211
7,14213.720
8,14707.849
9,14964.591
10,15141.342
11,15205.979
12,16085.858
13,16238.494
14,16280.948
15,16381.523
16,16503.536
17,16750.868
18,17885.704
19,18078.759
20,18215.420
21,18257.336
22,18374.173
23,18498.817
24,18519.052
25,18788.029
26,18799.204
27,18850.146
28,19129.185
29,19300.098
30,19524.326
31,19565.653
32,19793.873
33,20490.662
34,20593.538
35,20841.944
36,21037.516
37,21099.123
38,21279.870
39,21949.731
40,21954.056
41,22226.955
42,22594.946
43,23353.627
44,23413.481
45,23525.480
46,23756.116
47,23854.882
48,24038.756
49,24135.657
50,24399.983
51,24535.838
52,24574.506
53,24668.000
54,25207.722
55,25326.715
56,25571.101
57,25804.778
58,26193.267
59,26213.577
60,26217.451
61,26645.071
62,26711.220
63,26794.658
64,26796.810
65,26898.783
66,27032.761
67,27112.410
68,27405.230
69,28115.070
70,28162.947
71,28204.567
72,28209.606
73,28314.018
74,28524.371
75,28768.017
76,28996.313
77,28999.306
78,29751.004
79,29868.858
80,30581.707
81,31633.270
82,32085.376
83,32677.358
84,32865.567
85,33140.875
86,34056.611
87,34209.303
88,34504.323
89,35321.068
90,35900.406
91,36902.005
92,37091.772
93,38041.319
94,38501.828
95,39772.060
96,42432.340
97,45711.499
98,48301.797
99,54607.916
100,54607.916
