Percentage served,Time in ms
0,11195.848
1,11689.337
2,12692.466
3,13036.740
4,13204.178
5,13909.883
6,14455.143
7,14583.563
8,14675.861
9,15407.945
10,16192.476
11,16582.378
12,16692.248
13,17102.966
14,18057.825
15,18253.892
16,18562.530
17,18594.593
18,18900.737
19,19508.870
20,19645.367
21,19784.331
22,20185.426
23,20340.799
24,20397.808
25,20441.829
26,20502.106
27,20763.275
28,21201.295
29,21491.583
30,21654.283
31,21828.000
32,22609.851
33,23418.337
34,23552.442
35,23581.026
36,23701.114
37,23785.515
38,23808.452
39,23815.433
40,23915.098
41,24175.835
42,24409.551
43,24486.016
44,24603.416
45,24904.634
46,25202.528
47,25208.319
48,27041.240
49,27934.257
50,28278.482
51,28917.725
52,29401.324
53,29906.673
54,30632.291
55,30783.425
56,32106.358
57,33218.887
58,33234.852
59,33264.035
60,33588.745
61,33951.249
62,34199.485
63,35355.848
64,36537.095
65,36551.905
66,38015.655
67,38518.013
68,38859.031
69,39088.273
70,40417.005
71,40863.461
72,40863.548
73,41439.393
74,41945.123
75,42207.758
76,42258.748
77,43007.214
78,43181.855
79,43387.392
80,46001.461
81,46087.295
82,47086.580
83,47193.238
84,47909.537
85,48594.978
86,49161.870
87,49894.008
88,53201.131
89,54201.111
90,57085.261
91,57258.238
92,57429.625
93,57558.896
94,63836.211
95,64285.412
96,66141.843
97,71390.051
98,73213.599
99,89414.271
100,89414.271
