Percentage served,Time in ms
0,701.424
1,705.805
2,807.010
3,887.051
4,889.831
5,893.772
6,917.056
7,983.806
8,996.399
9,997.346
10,998.272
11,1002.531
12,1004.920
13,1018.405
14,1065.563
15,1089.743
16,1093.826
17,1097.353
18,1195.931
19,1204.141
20,1206.185
21,1210.348
22,1282.499
23,1285.897
24,1300.165
25,1300.399
26,1301.334
27,1302.919
28,1383.739
29,1392.316
30,1398.646
31,1400.406
32,1401.254
33,1410.994
34,1416.536
35,1439.342
36,1488.160
37,1488.660
38,1489.342
39,1498.649
40,1577.206
41,1584.023
42,1594.087
43,1596.032
44,1597.264
45,1597.721
46,1600.860
47,1603.524
48,1619.357
49,1685.679
50,1693.727
51,1694.952
52,1699.530
53,1704.827
54,1705.365
55,1708.829
56,1778.344
57,1789.259
58,1810.369
59,1881.206
60,1906.994
61,2001.131
62,2001.825
63,2005.427
64,2015.260
65,2103.578
66,2105.582
67,2107.826
68,2207.099
69,2210.074
70,2211.928
71,2302.336
72,2304.156
73,2306.489
74,2384.634
75,2392.979
76,2398.794
77,2405.762
78,2405.934
79,2439.138
80,2505.179
81,2519.357
82,2602.829
83,2687.302
84,2696.734
85,2699.550
86,2727.466
87,2786.380
88,2818.514
89,2953.952
90,3180.225
91,3195.585
92,3204.483
93,3206.657
94,3390.112
95,3404.882
96,3408.936
97,3605.361
98,4081.957
99,4737.910
100,4737.910
